1653221225.581372261,17,71C501,8D71C501F82300020049B80E14FF
1653221226.620108366,17,71C501,8D71C501990C7C0FD8700CADA95C
1653221228.711279154,17,71C501,8D71C501990C7D0FF8740CD3E9BB
1653221229.735051870,17,71C501,8D71C501582BD46ECC7E442BF290
1653221230.770161390,17,71C501,8D71C501E108B10000000060AEFB
1653221230.770161390,17,71C501,8D71C501F82300020049B80E14FF
1653221230.770161390,17,71C501,8D71C501255170B7CF2820BEFAB9
1653221230.770161390,17,71C501,8D71C501EA040828013C08EE96ED
1653221230.770161390,17,71C501,8D71C501582BC0D8E9330E979958
1653221230.770161390,17,71C501,8D71C501990C7E1018700C07653C
1653221231.809221745,17,71C501,8D71C501582BA0D90333024F4C4D
1653221231.809221745,17,71C501,8D71C501990C7E10386C0CEA9B15
1653221232.869097710,17,71C501,8D71C501582BA0D91732F8AE9C66
1653221232.869097710,17,71C501,8D71C501990C7F1038640C99FDDB
1653221232.869097710,17,71C501,8D71C501EA040828013C08EE96ED
1653221233.883598328,17,71C501,8D71C501582B90D93332EA8DB8A8
1653221233.883598328,17,71C501,8D71C501990C7F10585C0B07598D
1653221234.920539379,17,71C501,8D71C501582B80D94D32DD137EE1
1653221234.920539379,17,71C501,8D71C501990C801058540B8F823E
1653221234.920539379,17,71C501,8D71C501F82300020049B80E14FF
1653221235.960327625,17,71C501,8D71C501EA040828013C08EE96ED
1653221235.960327625,17,71C501,8D71C501582B746F5E7DFE23706A
1653221235.960327625,17,71C501,8D71C501990C8110584C0B1C3CF0
1653221236.995522022,17,71C501,8D71C501582B646F7A7DF061A5E6
1653221236.995522022,17,71C501,8D71C501990C811078480B6176D9
1653221236.995522022,17,A82E57,8DA82E57584D5472B87ED437068A
1653221238.033640146,17,71C501,8D71C501582B50D99F32B6C0384B
1653221238.033640146,17,71C501,8D71C501990C821078480B64698B
1653221238.033640146,17,A82E57,8DA82E57255504F3E20820ACA06A
1653221238.033640146,17,71C501,8D71C501EA040828013C08EE96ED
1653221239.074145317,17,A82E57,8DA82E57999522181844151E8207
1653221239.074145317,17,71C501,8D71C501582B546FAE7DD744A8B9
1653221239.074145317,17,71C501,8D71C501990C821078440B2C338B
1653221239.074145317,17,71C501,8D71C501990C821098440B09B35D
1653221240.052697420,17,71C501,8D71C501582B446FCC7DCA5F742B
1653221240.052697420,17,A82E57,8DA82E57EA19782F1D5C0894BBE0
1653221240.052697420,17,71C501,8D71C501990C821098440B09B35D
1653221240.052697420,17,71C501,8D71C501E108B10000000060AEFB
1653221240.052697420,17,71C501,8D71C501F82300020049B80E14FF
1653221240.052697420,17,A82E57,8DA82E57584D3473367E7811C190
1653221240.654290199,17,71C501,8D71C501255170B7CF2820BEFAB9
1653221240.654290199,17,71C501,8D71C501EA040828013C08EE96ED
1653221240.654290199,17,71C501,8D71C501582B346FE67DBD013604
1653221240.654290199,17,A82E57,8DA82E57999522181844151E8207
1653221240.654290199,17,71C501,8D71C501990C831098440B0AB993
1653221240.654290199,17,A82E57,8DA82E57E10F080000000042EF8E
1653221241.694191694,17,A82E57,8DA82E57584D24735C7E5C9A1A07
1653221241.694191694,17,71C501,8D71C501582B30D9FB3289658654
1653221241.694191694,17,71C501,8D71C501582B2470007DB00B7AE4
1653221241.694191694,17,A82E57,8DA82E57999522181844151E8207
1653221241.694191694,17,71C501,8D71C501990C831098440B0AB993
1653221241.694191694,17,A82E57,8DA82E57EA19782F1D5C0894BBE0
1653221242.519297361,17,A82E57,8DA82E57584D2473827E406551E4
1653221242.519297361,17,71C501,8D71C501582B24701A7DA4A3EC90
1653221242.519297361,17,A82E57,8DA82E57999522181844151E8207
1653221242.519297361,17,71C501,8D71C501990C831098440B0AB993
1653221243.386389494,17,71C501,8D71C501EA040828013C08EE96ED
1653221243.386389494,17,A82E57,8DA82E57999522181844151E8207
1653221243.386389494,17,71C501,8D71C501582B1470367D96EFABE6
1653221244.422023058,17,A82E57,8DA82E57F8210002004AB8D02FD5
1653221244.422023058,17,71C501,8D71C501990C831098440B0AB993
1653221244.422023058,17,A82E57,8DA82E57EA19782F1D5C0894BBE0
1653221244.422023058,17,71C501,8D71C501582B00DA59325BF8DDE4
1653221245.473659992,17,71C501,8D71C501990C8310B8440B4FC5BA
1653221245.473659992,17,71C501,8D71C501F82300020049B80E14FF
1653221245.473659992,17,A82E57,8DA82E57584D0473F87DE8776359
1653221245.473659992,17,71C501,8D71C501EA040828013C08EE96ED
1653221245.473659992,17,71C501,8D71C501582B00DA75324E1B7E26
1653221245.473659992,17,71C501,8D71C501990C8310B8480B079FBA
1653221246.498147488,17,71C501,8D71C5015829F470827D719C9326
1653221247.535670996,17,71C501,8D71C501990C8410B8480B0EABD0
1653221247.535670996,17,71C501,8D71C5015829E0DAA73236737D4B
1653221247.535670996,17,71C501,8D71C501990C8410B8480B0EABD0
1653221248.571839571,17,71C501,8D71C501EA040828013C08EE96ED
1653221248.571839571,17,71C501,8D71C5015829D470B87D58EEBD80
1653221248.571839571,17,71C501,8D71C501990C8410D8480BC12FAB
1653221248.571839571,17,A82E57,8DA82E5799152217F84415D92986
1653221249.064379454,17,A82E57,8DA82E57F8210002004AB8D02FD5
1653221249.064379454,17,A82E57,8DA82E57584BD4748C7D7BCF4A9B
1653221250.102237463,17,71C501,8D71C5015829D470D27D4BAB3BBB
1653221250.102237463,17,A82E57,8DA82E5799152217F84415D92986
1653221250.102237463,17,71C501,8D71C501990C8410D8480BC12FAB
1653221250.102237463,17,71C501,8D71C501E108B10000000060AEFB
1653221250.102237463,17,71C501,8D71C501F82300020049B80E14FF
1653221250.102237463,17,A82E57,8DA82E57584BC0DED732298F13F4
1653221250.590757847,17,71C501,8D71C501EA040828013C08EE96ED
1653221250.590757847,17,71C501,8D71C501255170B7CF2820BEFAB9
1653221250.590757847,17,A82E57,8DA82E57E10F080000000042EF8E
1653221250.590757847,17,71C501,8D71C5015829C0DAFF320BD5A7FA
1653221250.590757847,17,71C501,8D71C501990C8410D8480BC12FAB
1653221251.631106377,17,A82E57,8DA82E5799152217F84415D92986
1653221251.631106377,17,A82E57,8DA82E57584BB0DEFD320D2DDA71
1653221251.631106377,17,71C501,8D71C5015829B0DB1B31FE97B3AC
1653221251.631106377,17,A82E57,8DA82E5799152217F84415D92986
1653221252.504605770,17,71C501,8D71C501990C8410D8480BC12FAB
1653221252.504605770,17,A82E57,8DA82E57EA19782F1D5C0894BBE0
1653221252.504605770,17,A82E57,8DA82E57584BB475007D240869D9
1653221252.504605770,17,71C501,8D71C501990C8410D8440B8975AB
1653221252.504605770,17,A82E57,8DA82E5799152217F8441426DD8F
1653221253.001671076,17,71C501,8D71C5015829A0DB3531F15F98A3
1653221253.001671076,17,71C501,8D71C501EA040828013C08EE96ED
1653221253.001671076,17,71C501,8D71C501990C8410D8440B8975AB
1653221253.001671076,17,A82E57,8DA82E57584BA475267D0850C97C
1653221253.001671076,17,71C501,8D71C5015829A0DB4331EA9ED9E8
1653221253.976121426,17,71C501,8D71C5015829A471427D1527F70C
1653221253.976121426,17,A82E57,8DA82E5799152217F84015E11F86
1653221253.976121426,17,71C501,8D71C501990C8410F8440BCC0982
1653221253.976121426,17,A82E57,8DA82E57F8210002004AB8D02FD5
1653221253.976121426,17,A82E57,8DA82E57584BA475487CEF298F3D
1653221253.976121426,17,71C501,8D71C501EA040828013C08EE96ED
1653221254.578992844,17,71C501,8D71C50158299471527D0E543E9A
1653221254.578992844,17,71C501,8D71C501990C8410F8440BCC0982
1653221254.578992844,17,A82E57,8DA82E57EA19782F1D5C0894BBE0
1653221254.578992844,17,A82E57,8DA82E5799152217F840141EEB8F
1653221255.400310040,17,71C501,8D71C501582990DB6F31D52D22CD
1653221255.400310040,17,71C501,8D71C501E108B10000000060AEFB
1653221255.400310040,17,71C501,8D71C501990C8410F8440BCC0982
1653221255.400310040,17,A82E57,8DA82E57584B94756E7CD3109680
1653221255.400310040,17,71C501,8D71C501F82300020049B80E14FF
1653221255.400310040,17,71C501,8D71C501EA040828013C08EE96ED
